##NAMES=Iron
##RRUFFID=R070255
##IDEAL CHEMISTRY=Fe
##LOCALITY=Camp Creek district, Silver Bow County, Montana, USA
##OWNER=RRUFF
##SOURCE=Michael Scott
##DESCRIPTION=Steel-gray anhedral grains
##STATUS=The identification of this mineral is not yet confirmed.
##URL=rruff.info/R070255
154.6372, 805.0137
156.5656, 831.2145
158.4941, 849.8261
160.4226, 854.2739
162.3510, 861.0236
164.2795, 877.5013
166.2080, 909.8209
168.1364, 935.3320
170.0649, 949.2869
171.9934, 956.1504
173.9218, 965.1000
175.8503, 977.7144
177.7788, 990.9878
179.7072, 1004.034
181.6357, 1018.604
183.5642, 1030.243
185.4926, 1034.856
187.4211, 1036.238
189.3496, 1042.125
191.2780, 1059.661
193.2065, 1077.128
195.1350, 1090.537
197.0634, 1099.411
198.9919, 1105.759
200.9204, 1106.471
202.8488, 1105.406
204.7773, 1109.872
206.7058, 1129.207
208.6342, 1144.208
210.5627, 1144.098
212.4912, 1128.001
214.4196, 1118.701
216.3481, 1122.606
218.2766, 1133.665
220.2050, 1142.581
222.1335, 1150.576
224.0620, 1155.780
225.9904, 1156.445
227.9189, 1149.629
229.8474, 1147.247
231.7758, 1153.740
233.7043, 1163.329
235.6328, 1167.828
237.5612, 1163.269
239.4897, 1158.958
241.4182, 1158.158
243.3466, 1162.386
245.2751, 1166.776
247.2036, 1171.772
249.1320, 1176.687
251.0605, 1181.060
252.9890, 1184.905
254.9174, 1187.746
256.8459, 1188.722
258.7744, 1188.649
260.7029, 1189.486
262.6313, 1193.646
264.5598, 1197.280
266.4883, 1197.765
268.4167, 1188.079
270.3452, 1182.768
272.2737, 1186.632
274.2021, 1197.417
276.1306, 1206.177
278.0591, 1211.781
279.9875, 1214.888
281.9160, 1215.008
283.8445, 1210.545
285.7729, 1207.396
287.7014, 1207.484
289.6299, 1209.890
291.5583, 1212.332
293.4868, 1214.068
295.4153, 1216.367
297.3437, 1220.953
299.2722, 1228.375
301.2007, 1232.870
303.1291, 1228.707
305.0576, 1221.319
306.9861, 1221.510
308.9145, 1237.333
310.8430, 1251.777
312.7715, 1258.703
314.6999, 1258.612
316.6284, 1259.283
318.5569, 1265.926
320.4853, 1272.104
322.4138, 1268.106
324.3423, 1247.308
326.2707, 1232.870
328.1992, 1235.249
330.1277, 1253.179
332.0561, 1265.592
333.9846, 1268.707
335.9131, 1269.728
337.8415, 1273.924
339.7700, 1282.169
341.6985, 1286.337
343.6269, 1280.452
345.5554, 1270.121
347.4839, 1266.316
349.4123, 1275.694
351.3408, 1282.845
353.2693, 1282.376
355.1977, 1275.018
357.1262, 1270.583
359.0547, 1269.829
360.9831, 1271.522
362.9116, 1277.232
364.8401, 1289.948
366.7685, 1297.950
368.6970, 1296.114
370.6255, 1286.239
372.5539, 1277.932
374.4824, 1267.650
376.4109, 1261.796
378.3393, 1265.358
380.2678, 1277.531
382.1963, 1286.291
384.1247, 1287.704
386.0532, 1286.270
387.9817, 1286.364
389.9101, 1289.862
391.8386, 1292.329
393.7671, 1290.560
395.6955, 1284.149
397.6240, 1280.977
399.5525, 1285.971
401.4809, 1294.064
403.4094, 1298.748
405.3379, 1297.596
407.2663, 1296.513
409.1948, 1300.890
411.1233, 1309.822
413.0517, 1315.045
414.9802, 1310.211
416.9087, 1304.852
418.8371, 1305.101
420.7656, 1310.597
422.6941, 1313.518
424.6225, 1309.201
426.5510, 1302.811
428.4795, 1300.056
430.4079, 1305.475
432.3364, 1310.269
434.2649, 1309.223
436.1933, 1305.479
438.1218, 1305.116
440.0503, 1310.746
441.9787, 1316.758
443.9072, 1323.369
445.8357, 1331.156
447.7641, 1337.774
449.6926, 1343.107
451.6211, 1345.832
453.5495, 1344.389
455.4780, 1336.087
457.4065, 1329.738
459.3349, 1327.151
461.2634, 1327.752
463.1919, 1330.919
465.1203, 1337.833
467.0488, 1344.665
468.9773, 1350.121
470.9057, 1354.431
472.8342, 1356.938
474.7627, 1356.045
476.6911, 1354.196
478.6196, 1352.055
480.5481, 1349.277
482.4765, 1347.225
484.4050, 1347.894
486.3335, 1353.547
488.2619, 1364.377
490.1904, 1385.608
492.1189, 1395.677
494.0473, 1384.123
495.9758, 1362.860
497.9043, 1352.695
499.8327, 1365.800
501.7612, 1375.902
503.6897, 1375.869
505.6181, 1366.210
507.5466, 1361.994
509.4751, 1364.899
511.4035, 1369.286
513.3320, 1372.072
515.2604, 1372.309
517.1889, 1374.502
519.1174, 1378.478
521.0458, 1383.533
522.9743, 1389.681
524.9028, 1398.425
526.8312, 1404.675
528.7597, 1405.716
530.6882, 1403.517
532.6166, 1404.424
534.5451, 1412.527
536.4736, 1419.673
538.4020, 1423.195
540.3305, 1424.011
542.2590, 1424.850
544.1874, 1418.920
546.1159, 1411.767
548.0444, 1408.466
549.9728, 1415.832
551.9013, 1423.528
553.8298, 1426.299
555.7582, 1425.514
557.6867, 1423.593
559.6152, 1422.137
561.5436, 1426.830
563.4721, 1439.261
565.4006, 1453.767
567.3290, 1460.700
569.2575, 1458.605
571.1860, 1453.725
573.1144, 1449.898
575.0429, 1449.446
576.9714, 1453.604
578.8998, 1459.493
580.8283, 1461.053
582.7568, 1454.854
584.6852, 1445.668
586.6137, 1443.818
588.5422, 1448.984
590.4706, 1454.576
592.3991, 1457.925
594.3276, 1461.953
596.2560, 1463.753
598.1845, 1462.428
600.1130, 1462.199
602.0414, 1468.391
603.9699, 1475.552
605.8984, 1478.464
607.8268, 1479.320
609.7553, 1480.586
611.6838, 1480.501
613.6122, 1473.321
615.5407, 1471.543
617.4692, 1481.003
619.3976, 1493.814
621.3261, 1498.428
623.2546, 1495.228
625.1830, 1493.067
627.1115, 1492.546
629.0400, 1491.523
630.9684, 1495.658
632.8969, 1508.515
634.8254, 1521.440
636.7538, 1532.284
638.6823, 1541.462
640.6108, 1543.215
642.5392, 1530.573
644.4677, 1518.415
646.3962, 1514.492
648.3246, 1521.272
650.2531, 1530.612
652.1816, 1543.342
654.1100, 1553.004
656.0385, 1558.178
657.9670, 1555.588
659.8954, 1550.521
661.8239, 1544.408
663.7524, 1543.776
665.6808, 1553.555
667.6093, 1567.560
669.5378, 1574.705
671.4662, 1565.963
673.3947, 1555.039
675.3232, 1550.699
677.2516, 1556.410
679.1801, 1564.009
681.1086, 1576.678
683.0370, 1588.304
684.9655, 1589.866
686.8940, 1578.690
688.8224, 1569.382
690.7509, 1568.315
692.6794, 1570.357
694.6078, 1568.985
696.5363, 1563.422
698.4648, 1558.050
700.3932, 1551.644
702.3217, 1547.508
704.2502, 1549.390
706.1786, 1561.259
708.1071, 1568.748
710.0356, 1566.913
711.9641, 1558.851
713.8925, 1554.613
715.8210, 1555.178
717.7495, 1556.713
719.6779, 1557.391
721.6064, 1560.832
723.5349, 1565.307
725.4633, 1574.369
727.3918, 1574.927
729.3203, 1562.341
731.2487, 1542.780
733.1772, 1532.521
735.1057, 1536.785
737.0341, 1543.060
738.9626, 1547.544
740.8911, 1549.736
742.8195, 1548.606
744.7480, 1536.811
746.6765, 1529.244
748.6049, 1534.610
750.5334, 1554.645
752.4619, 1564.592
754.3903, 1557.485
756.3188, 1546.539
758.2473, 1538.201
760.1757, 1532.681
762.1042, 1527.129
764.0327, 1518.491
765.9611, 1511.530
767.8896, 1509.396
769.8181, 1513.679
